order_id,customer_id,date_of_sale,mode,total,  transaction_id,store_id,time_of_sale
67,,10/11/2018,,,10,,4:15 PM
68,,10/10/2018,,,0086,,1:05 AM
69,,2/10/2019,,,8784,,2:14 PM
70,,3/21/2019,,,6796,,1:13 AM
71,,10/31/2018,,,40,,11:58 PM
72,,6/9/2018,,,36,,3:26 AM
73,,7/13/2018,,,06547,,4:50 PM
74,,9/5/2018,,,612,,1:00 PM
75,,11/3/2018,,,899,,6:31 AM
76,,6/15/2018,,,657,,5:54 PM
77,,8/28/2018,,,1,,9:32 AM
78,,10/9/2018,,,81138,,11:39 AM
79,,9/21/2018,,,97,,1:17 AM
80,,5/7/2018,,,85341,,9:28 AM
81,,9/28/2018,,,5,,11:52 AM
82,,11/5/2018,,,83,,9:33 AM
83,,2/11/2019,,,4881,,10:25 AM
84,,11/19/2018,,,100,,6:33 AM
85,,7/31/2018,,,40891,,10:00 PM
86,,9/14/2018,,,3,,10:57 AM
87,,9/17/2018,,,45339,,7:16 PM
88,,9/8/2018,,,20847,,9:09 PM
89,,2/25/2019,,,87,,6:45 PM
90,,5/4/2018,,,36473,,5:23 PM
91,,12/12/2018,,,14,,7:17 PM
92,,5/11/2018,,,14,,6:39 PM
93,,1/17/2019,,,94,,7:03 AM
94,,5/4/2018,,,1325,,5:03 PM
95,,2/2/2019,,,01441,,6:35 PM
96,,5/28/2018,,,0525,,1:09 AM
97,,10/26/2018,,,3341,,7:45 PM
98,,1/26/2019,,,0345,,2:15 AM
99,,2/11/2019,,,7,,8:29 AM
100,,3/22/2019,,,783,,10:36 AM
101,,2/4/2019,,,80574,,3:15 AM
102,,9/22/2018,,,7,,7:54 PM
103,,6/3/2018,,,30,,10:18 AM
104,,11/19/2018,,,7638,,10:42 PM
105,,9/9/2018,,,06475,,2:53 PM
106,,7/19/2018,,,1653,,2:23 PM
107,,8/15/2018,,,9,,3:21 PM
108,,7/26/2018,,,7,,7:26 AM
109,,2/21/2019,,,20733,,3:28 PM
110,,12/3/2018,,,6,,1:28 PM
111,,6/27/2018,,,5,,12:17 AM
112,,12/17/2018,,,1,,6:46 AM
113,,8/15/2018,,,5199,,1:46 AM
114,,3/16/2019,,,976,,3:45 PM
115,,10/23/2018,,,20,,1:52 PM
116,,3/12/2019,,,684,,6:04 PM
117,,10/27/2018,,,45,,11:22 AM
118,,9/21/2018,,,7,,10:56 AM
119,,7/27/2018,,,95644,,12:04 PM
120,,2/15/2019,,,064,,9:43 AM
121,,9/1/2018,,,55197,,3:47 AM
122,,6/8/2018,,,173,,5:34 AM
123,,3/26/2019,,,5,,3:02 AM
124,,1/6/2019,,,17647,,3:49 AM
125,,4/18/2019,,,3,,7:10 PM
126,,4/29/2019,,,711,,12:33 AM
127,,3/6/2019,,,72,,9:43 PM
128,,12/12/2018,,,0763,,5:52 PM
129,,1/23/2019,,,9,,6:10 PM
130,,5/5/2018,,,79883,,4:16 PM
131,,1/19/2019,,,5472,,2:10 PM
132,,6/6/2018,,,305,,8:17 AM
133,,6/4/2018,,,81013,,9:24 AM
134,,8/6/2018,,,13,,12:20 PM
135,,8/9/2018,,,155,,2:33 AM
136,,12/25/2018,,,28,,7:14 AM
137,,12/28/2018,,,82,,4:23 AM
138,,6/1/2018,,,80,,11:33 PM
139,,1/1/2019,,,7571,,1:25 PM
140,,12/24/2018,,,7554,,4:30 AM
141,,3/13/2019,,,547,,7:47 PM
142,,7/6/2018,,,057,,8:30 AM
143,,11/26/2018,,,8,,8:09 PM
144,,9/17/2018,,,42493,,3:21 AM
145,,7/11/2018,,,54841,,12:17 AM
146,,5/10/2018,,,83,,12:15 AM
147,,2/22/2019,,,963,,11:25 PM
148,,4/11/2019,,,1244,,4:49 PM
149,,7/3/2018,,,13858,,2:50 AM
150,,1/15/2019,,,685,,2:40 PM
151,,12/13/2018,,,59,,10:42 PM
152,,2/7/2019,,,2733,,7:53 AM
153,,5/10/2018,,,124,,2:55 AM
154,,12/10/2018,,,829,,6:01 AM
155,,5/15/2018,,,5273,,5:44 PM
156,,2/28/2019,,,3086,,6:53 PM
157,,5/4/2018,,,3773,,8:01 AM
158,,2/24/2019,,,93704,,3:15 AM
159,,8/19/2018,,,98,,4:00 AM
160,,2/10/2019,,,129,,12:05 PM
161,,5/12/2018,,,8442,,6:01 PM
162,,5/3/2018,,,859,,7:29 AM
163,,3/9/2019,,,4,,10:26 AM
164,,5/1/2019,,,92,,3:21 AM
165,,9/2/2018,,,36536,,5:53 AM
166,,11/18/2018,,,884,,1:17 PM
167,,8/2/2018,,,5,,4:53 PM
168,,10/3/2018,,,4392,,3:10 PM
169,,3/6/2019,,,32,,7:12 AM
170,,5/29/2018,,,83,,11:46 PM
171,,3/15/2019,,,2670,,4:59 PM
172,,3/28/2019,,,445,,10:47 AM
173,,6/6/2018,,,11,,11:57 AM
174,,1/19/2019,,,6,,9:53 AM
175,,7/18/2018,,,335,,1:56 PM
176,,2/6/2019,,,598,,8:36 PM
177,,10/9/2018,,,5,,10:51 AM
178,,5/21/2018,,,471,,2:26 PM
179,,2/26/2019,,,42,,6:57 AM
180,,4/22/2019,,,6781,,2:21 PM
181,,5/18/2018,,,3,,10:25 PM
182,,11/7/2018,,,26630,,2:03 AM
183,,8/4/2018,,,15117,,3:19 AM
184,,10/19/2018,,,6,,12:42 AM
185,,10/15/2018,,,3,,6:33 AM
186,,5/18/2018,,,1042,,10:21 PM
187,,11/27/2018,,,17,,7:24 AM
188,,9/22/2018,,,2109,,11:29 PM
189,,4/30/2019,,,666,,3:19 AM
190,,2/25/2019,,,83,,4:20 PM
191,,6/6/2018,,,1,,11:59 AM
192,,9/5/2018,,,50191,,5:29 AM
193,,3/26/2019,,,376,,11:39 PM
194,,1/31/2019,,,970,,12:38 PM
195,,6/8/2018,,,2,,5:22 PM
196,,8/24/2018,,,58521,,2:27 PM
197,,5/7/2018,,,434,,10:52 AM
198,,6/13/2018,,,86718,,5:13 PM
199,,8/1/2018,,,3,,1:01 PM
200,,8/26/2018,,,7,,4:20 AM
201,,3/20/2019,,,981,,7:10 AM
202,,4/3/2019,,,7,,5:09 AM
203,,12/25/2018,,,748,,5:28 PM
204,,9/13/2018,,,35,,9:32 AM
205,,9/21/2018,,,1214,,7:41 PM
206,,5/11/2018,,,853,,4:12 PM
207,,6/1/2018,,,13518,,5:11 AM
208,,9/23/2018,,,438,,5:33 AM
209,,12/30/2018,,,5,,2:57 PM
210,,4/24/2019,,,1,,8:02 PM
211,,8/17/2018,,,0535,,9:27 PM
212,,4/9/2019,,,10658,,7:18 PM
213,,7/28/2018,,,67504,,7:29 AM
214,,10/4/2018,,,18,,12:53 AM
215,,8/1/2018,,,238,,9:11 PM
216,,9/30/2018,,,57507,,12:23 AM
217,,3/28/2019,,,6,,7:01 PM
218,,5/5/2018,,,583,,12:50 PM
219,,12/7/2018,,,6626,,8:37 PM
220,,11/26/2018,,,3,,4:27 PM
221,,10/5/2018,,,10013,,11:39 AM
222,,1/8/2019,,,8008,,12:21 PM
223,,10/22/2018,,,966,,10:06 PM
224,,6/8/2018,,,81,,5:29 AM
225,,1/18/2019,,,16668,,9:19 PM
226,,11/23/2018,,,044,,11:50 PM
227,,1/30/2019,,,5,,2:46 AM
228,,11/22/2018,,,5350,,7:21 PM
229,,10/11/2018,,,21925,,4:47 PM
230,,6/7/2018,,,31561,,3:36 PM
231,,12/12/2018,,,52241,,1:13 AM
232,,4/15/2019,,,8718,,9:12 PM
233,,6/19/2018,,,64,,10:40 PM
234,,11/16/2018,,,06,,9:34 PM
235,,6/19/2018,,,02,,7:06 AM
236,,7/14/2018,,,36,,7:14 PM
237,,8/1/2018,,,23,,2:09 PM
238,,1/31/2019,,,51505,,3:45 PM
239,,2/28/2019,,,00,,12:08 PM
240,,2/27/2019,,,28,,12:33 PM
241,,3/22/2019,,,158,,7:11 AM
242,,9/18/2018,,,0485,,4:04 PM
243,,7/9/2018,,,681,,11:51 PM
244,,7/3/2018,,,789,,9:45 PM
245,,4/14/2019,,,810,,12:43 AM
246,,10/16/2018,,,40383,,6:08 PM
247,,1/7/2019,,,62050,,1:33 PM
248,,8/17/2018,,,971,,10:13 AM
249,,7/8/2018,,,73,,1:25 AM
250,,1/1/2019,,,4,,3:23 AM
251,,2/11/2019,,,2549,,1:41 PM
252,,6/1/2018,,,06,,4:20 AM
253,,10/14/2018,,,773,,11:49 AM
254,,11/15/2018,,,63188,,5:51 PM
255,,8/7/2018,,,19,,9:03 AM
256,,4/29/2019,,,0316,,3:53 PM
257,,12/23/2018,,,90,,5:42 PM
258,,6/19/2018,,,8371,,3:23 PM
259,,4/4/2019,,,555,,10:35 PM
260,,6/19/2018,,,1,,8:40 PM
261,,9/30/2018,,,27,,5:38 AM
262,,5/17/2018,,,7200,,7:34 PM
263,,8/6/2018,,,216,,9:45 PM
264,,7/16/2018,,,1205,,10:19 PM
265,,3/4/2019,,,55,,12:21 PM
266,,7/30/2018,,,03091,,2:34 PM
267,,11/10/2018,,,058,,11:18 AM
268,,1/26/2019,,,04,,8:32 AM
269,,4/24/2019,,,8731,,8:46 PM
270,,10/1/2018,,,57660,,5:50 PM
271,,5/13/2018,,,2999,,5:22 PM
272,,10/1/2018,,,76472,,3:37 AM
273,,12/30/2018,,,6,,11:49 AM
274,,12/4/2018,,,47632,,5:53 AM
275,,3/17/2019,,,44889,,9:53 PM
276,,4/13/2019,,,37,,11:13 PM
277,,3/13/2019,,,20,,5:31 PM
278,,8/14/2018,,,99,,3:36 PM
279,,3/28/2019,,,86,,10:32 PM
280,,1/17/2019,,,106,,5:03 PM
281,,4/25/2019,,,12532,,11:44 AM
282,,11/19/2018,,,01,,11:16 AM
283,,1/7/2019,,,3,,9:41 PM
284,,6/4/2018,,,19816,,1:55 AM
285,,9/24/2018,,,56,,8:20 PM
286,,11/1/2018,,,11,,3:38 PM
287,,5/6/2018,,,458,,4:06 PM
288,,12/8/2018,,,6,,2:55 PM
289,,3/25/2019,,,934,,1:46 PM
290,,4/18/2019,,,127,,3:04 AM
291,,4/5/2019,,,320,,5:58 PM
292,,5/19/2018,,,3,,10:19 AM
293,,12/10/2018,,,50970,,5:12 PM
294,,9/11/2018,,,06,,9:41 AM
295,,3/9/2019,,,526,,7:44 AM
296,,9/10/2018,,,12,,7:51 AM
297,,5/15/2018,,,8,,12:32 AM
298,,11/7/2018,,,51813,,12:05 PM
299,,7/5/2018,,,5858,,11:33 AM
300,,5/19/2018,,,1,,11:20 PM
301,,1/5/2019,,,96775,,9:17 AM
302,,11/24/2018,,,31,,11:19 AM
303,,8/11/2018,,,756,,6:29 AM
304,,7/3/2018,,,8,,10:19 PM
305,,9/11/2018,,,74849,,8:55 PM
306,,7/16/2018,,,0,,8:10 PM
307,,8/14/2018,,,909,,5:39 AM
308,,2/3/2019,,,81555,,1:16 PM
309,,11/10/2018,,,4,,2:46 PM
310,,4/1/2019,,,1,,10:50 AM
311,,3/29/2019,,,7071,,2:15 AM
312,,8/19/2018,,,846,,5:33 AM
313,,9/29/2018,,,964,,7:26 AM
314,,9/28/2018,,,3,,1:58 AM
315,,12/29/2018,,,301,,8:01 PM
316,,7/17/2018,,,19,,4:52 PM
317,,1/18/2019,,,6,,3:53 PM
318,,6/11/2018,,,93670,,12:50 AM
319,,7/31/2018,,,48,,1:35 PM
320,,8/16/2018,,,2736,,8:13 AM
321,,6/25/2018,,,0070,,6:59 AM
322,,4/10/2019,,,0448,,9:31 PM
323,,6/14/2018,,,2850,,2:49 PM
324,,1/31/2019,,,158,,11:55 AM
325,,12/30/2018,,,5,,9:57 PM
326,,5/21/2018,,,531,,5:01 PM
327,,3/29/2019,,,958,,8:47 PM
328,,11/21/2018,,,52717,,11:20 PM
329,,5/20/2018,,,6171,,1:07 PM
330,,7/20/2018,,,167,,5:14 PM
331,,10/29/2018,,,931,,5:34 AM
332,,3/17/2019,,,947,,5:21 AM
333,,5/24/2018,,,6245,,9:56 AM
334,,3/26/2019,,,9,,10:24 AM
335,,3/11/2019,,,043,,5:38 AM
336,,4/3/2019,,,8057,,8:07 AM
337,,12/28/2018,,,48151,,12:28 PM
338,,8/21/2018,,,2,,4:19 AM
339,,7/12/2018,,,02034,,8:03 PM
340,,6/28/2018,,,32,,7:32 AM
341,,5/15/2018,,,362,,2:28 AM
342,,4/26/2019,,,82,,1:23 AM
343,,7/7/2018,,,828,,8:00 AM
344,,6/3/2018,,,35,,12:22 AM
345,,6/12/2018,,,82175,,2:40 AM
346,,3/15/2019,,,6,,11:32 PM
347,,12/16/2018,,,7583,,4:59 AM
348,,1/18/2019,,,9540,,6:39 AM
349,,1/21/2019,,,41274,,11:39 AM
350,,4/8/2019,,,0,,2:29 PM
351,,3/17/2019,,,4,,10:35 AM
352,,8/23/2018,,,7268,,4:26 AM
353,,2/19/2019,,,8,,5:08 AM
354,,3/29/2019,,,6883,,1:22 AM
355,,12/10/2018,,,674,,8:09 AM
356,,2/2/2019,,,36,,5:29 PM
357,,12/28/2018,,,59,,11:00 AM
358,,12/3/2018,,,590,,8:25 AM
359,,7/2/2018,,,2827,,2:13 PM
360,,10/27/2018,,,2101,,1:40 AM
361,,12/5/2018,,,8,,7:16 AM
362,,5/30/2018,,,0,,3:32 AM
363,,4/11/2019,,,1473,,10:47 AM
364,,12/20/2018,,,7,,2:42 AM
365,,3/21/2019,,,75,,10:54 PM
366,,10/26/2018,,,3985,,2:28 AM
367,,8/23/2018,,,0975,,6:11 AM
368,,4/29/2019,,,32730,,5:55 AM
369,,5/3/2018,,,4559,,3:58 PM
370,,9/7/2018,,,8795,,11:31 AM
371,,8/28/2018,,,468,,4:11 AM
372,,12/29/2018,,,5698,,5:31 PM
373,,1/16/2019,,,070,,5:36 AM
374,,2/4/2019,,,7,,11:20 AM
375,,10/8/2018,,,815,,2:42 PM
376,,4/11/2019,,,29263,,10:03 PM
377,,9/15/2018,,,54,,2:44 AM
378,,10/29/2018,,,590,,10:04 AM
379,,11/5/2018,,,337,,3:22 AM
380,,6/8/2018,,,300,,2:42 AM
381,,6/28/2018,,,06785,,4:38 AM
382,,11/20/2018,,,0,,4:33 AM
383,,8/21/2018,,,1798,,8:11 PM
384,,4/5/2019,,,733,,1:11 AM
385,,11/27/2018,,,69214,,1:14 PM
386,,12/13/2018,,,7,,10:35 PM
387,,7/4/2018,,,63,,12:10 AM
388,,12/14/2018,,,014,,4:59 AM
389,,9/14/2018,,,135,,1:38 AM
390,,4/8/2019,,,223,,2:44 AM
391,,7/14/2018,,,9,,2:24 PM
392,,2/2/2019,,,0,,6:42 PM
393,,9/15/2018,,,625,,12:50 PM
394,,11/23/2018,,,04,,11:21 AM
395,,6/29/2018,,,8890,,11:29 AM
396,,12/18/2018,,,347,,5:38 AM
397,,11/25/2018,,,76,,7:05 PM
398,,12/22/2018,,,60340,,9:30 AM
399,,7/22/2018,,,1,,2:19 PM
400,,1/18/2019,,,0,,6:39 AM
401,,9/21/2018,,,73,,12:19 AM
402,,3/20/2019,,,4690,,2:47 PM
403,,4/28/2019,,,427,,8:16 AM
404,,5/16/2018,,,830,,9:07 AM
405,,6/19/2018,,,75,,12:38 AM
406,,10/4/2018,,,81680,,7:15 PM
407,,6/1/2018,,,3503,,12:35 AM
408,,1/31/2019,,,96780,,11:48 PM
409,,2/6/2019,,,025,,3:01 PM
410,,5/19/2018,,,6786,,8:19 PM
411,,1/3/2019,,,312,,2:35 PM
412,,7/25/2018,,,3,,5:58 PM
413,,4/25/2019,,,60244,,8:55 AM
414,,10/24/2018,,,938,,11:05 PM
415,,10/5/2018,,,38,,11:43 PM
416,,5/7/2018,,,960,,6:50 AM
417,,7/29/2018,,,56,,3:38 AM
418,,12/15/2018,,,556,,7:45 PM
419,,7/30/2018,,,5,,2:19 PM
420,,1/3/2019,,,754,,1:08 AM
421,,1/10/2019,,,99,,11:22 AM
422,,2/1/2019,,,032,,8:16 AM
423,,9/28/2018,,,89786,,6:16 AM
424,,8/27/2018,,,667,,10:00 AM
425,,3/19/2019,,,9,,12:15 PM
426,,10/2/2018,,,4079,,8:54 AM
427,,2/20/2019,,,0,,10:18 AM
428,,12/8/2018,,,4,,6:02 PM
429,,5/3/2018,,,7,,1:11 AM
430,,2/10/2019,,,6,,2:45 PM
431,,3/2/2019,,,71507,,2:02 AM
432,,7/25/2018,,,39,,1:10 PM
433,,10/19/2018,,,172,,5:01 AM
434,,10/31/2018,,,7818,,7:09 AM
435,,9/15/2018,,,7439,,9:32 PM
436,,1/20/2019,,,44,,10:19 AM
437,,1/30/2019,,,8,,10:03 AM
438,,8/28/2018,,,76,,12:12 PM
439,,3/12/2019,,,74,,2:29 AM
440,,3/22/2019,,,93510,,7:33 AM
441,,2/21/2019,,,504,,10:04 PM
442,,3/4/2019,,,7885,,5:22 PM
443,,7/23/2018,,,65082,,11:07 AM
444,,1/12/2019,,,53,,2:27 PM
445,,8/18/2018,,,17,,8:10 PM
446,,6/7/2018,,,553,,3:14 AM
447,,7/21/2018,,,4,,7:33 AM
448,,9/6/2018,,,9,,6:38 PM
449,,5/21/2018,,,829,,1:03 AM
450,,3/17/2019,,,13272,,5:37 AM
451,,9/13/2018,,,6962,,12:33 AM
452,,2/26/2019,,,1711,,11:08 AM
453,,12/25/2018,,,1202,,6:52 PM
454,,4/22/2019,,,675,,6:19 AM
455,,3/11/2019,,,63958,,7:29 PM
456,,1/18/2019,,,01033,,12:55 AM
457,,1/6/2019,,,2657,,6:26 AM
458,,12/12/2018,,,70240,,10:25 AM
459,,10/25/2018,,,3383,,5:42 AM
460,,9/19/2018,,,9,,3:54 PM
461,,3/9/2019,,,67,,3:43 PM
462,,12/28/2018,,,41642,,6:35 PM
463,,12/3/2018,,,00,,1:27 PM
464,,5/24/2018,,,8,,12:34 AM
465,,11/11/2018,,,735,,5:09 AM
466,,12/15/2018,,,3178,,5:09 AM
467,,8/17/2018,,,6257,,5:51 PM
468,,11/9/2018,,,7,,12:25 AM
469,,12/17/2018,,,05374,,8:14 AM
470,,2/3/2019,,,220,,10:16 PM
471,,12/22/2018,,,76,,5:11 PM
472,,7/6/2018,,,8,,3:09 AM
473,,1/22/2019,,,98077,,6:11 AM
474,,12/7/2018,,,24448,,9:20 PM
475,,4/2/2019,,,3159,,9:47 AM
476,,4/18/2019,,,56172,,11:24 PM
477,,5/28/2018,,,80,,4:51 AM
478,,3/6/2019,,,92,,7:53 AM
479,,3/18/2019,,,227,,5:45 AM
480,,12/23/2018,,,2,,8:33 AM
481,,2/24/2019,,,7351,,7:38 PM
482,,8/12/2018,,,67,,8:49 PM
483,,11/3/2018,,,90116,,11:13 AM
484,,7/5/2018,,,16603,,1:07 PM
485,,12/7/2018,,,81057,,12:03 AM
486,,6/13/2018,,,71006,,4:12 AM
487,,10/4/2018,,,8580,,9:08 PM
488,,9/10/2018,,,2656,,4:02 PM
489,,11/8/2018,,,91,,1:23 PM
490,,2/8/2019,,,49203,,4:13 PM
491,,9/20/2018,,,333,,7:38 PM
492,,8/29/2018,,,5,,8:35 AM
493,,3/15/2019,,,926,,11:56 PM
494,,7/9/2018,,,89387,,4:53 PM
495,,7/24/2018,,,57663,,9:34 PM
496,,6/29/2018,,,92949,,12:53 AM
497,,5/29/2018,,,1,,8:26 AM
498,,8/10/2018,,,8,,2:36 PM
499,,4/15/2019,,,17,,1:47 AM
500,,12/13/2018,,,10,,5:05 PM
501,,2/13/2019,,,7122,,11:01 AM
502,,7/12/2018,,,80231,,1:48 AM
503,,5/16/2018,,,984,,9:08 PM
504,,11/22/2018,,,5847,,9:51 AM
505,,2/27/2019,,,3607,,9:23 AM
506,,8/6/2018,,,24614,,7:21 PM
507,,1/2/2019,,,6,,3:16 PM
508,,10/22/2018,,,89869,,1:38 AM
509,,8/21/2018,,,28,,7:32 AM
510,,8/21/2018,,,052,,10:50 PM
511,,10/20/2018,,,2,,10:22 AM
512,,12/2/2018,,,9236,,10:39 AM
513,,8/10/2018,,,2,,2:51 PM
514,,12/31/2018,,,96467,,5:10 PM
515,,2/17/2019,,,2,,5:07 AM
516,,8/27/2018,,,6168,,8:16 AM
517,,2/25/2019,,,773,,9:22 PM
518,,5/21/2018,,,71669,,12:23 PM
519,,6/13/2018,,,5338,,8:42 PM
520,,7/23/2018,,,81,,5:16 AM
521,,3/17/2019,,,34903,,1:35 PM
522,,8/4/2018,,,1,,2:32 AM
523,,9/20/2018,,,522,,5:37 PM
524,,12/12/2018,,,89,,11:44 AM
525,,2/6/2019,,,313,,10:32 AM
526,,7/19/2018,,,4512,,3:49 AM
527,,5/4/2018,,,5,,12:37 PM
528,,11/9/2018,,,1147,,9:08 PM
529,,4/13/2019,,,9454,,6:09 PM
530,,12/9/2018,,,08,,5:22 PM
531,,10/19/2018,,,2,,2:22 PM
532,,10/9/2018,,,4029,,7:59 PM
533,,9/16/2018,,,2051,,3:04 AM
534,,10/15/2018,,,57,,7:33 PM
535,,3/12/2019,,,9,,11:16 AM
536,,5/28/2018,,,202,,11:49 PM
537,,5/11/2018,,,8896,,9:28 AM
538,,6/25/2018,,,8,,9:42 PM
539,,8/24/2018,,,521,,7:06 AM
540,,11/4/2018,,,1444,,12:49 AM
541,,5/13/2018,,,05,,12:50 AM
542,,11/6/2018,,,1,,4:24 AM
543,,5/11/2018,,,135,,3:16 AM
544,,10/3/2018,,,2,,11:27 AM
545,,6/10/2018,,,68,,9:44 PM
546,,9/14/2018,,,65949,,5:47 AM
547,,5/20/2018,,,0223,,7:54 PM
548,,10/19/2018,,,91,,12:10 AM
549,,7/4/2018,,,12,,3:18 PM
550,,4/14/2019,,,868,,7:42 PM
551,,5/4/2018,,,4712,,2:20 PM
552,,1/19/2019,,,511,,12:12 PM
553,,11/20/2018,,,88,,5:51 AM
554,,5/8/2018,,,37635,,2:54 AM
555,,9/24/2018,,,25,,3:02 AM
556,,3/21/2019,,,2966,,2:54 PM
557,,2/14/2019,,,62,,10:36 AM
558,,11/11/2018,,,7,,7:10 AM
559,,5/7/2018,,,463,,3:59 PM
560,,5/22/2018,,,2,,10:06 PM
561,,4/8/2019,,,798,,1:47 PM
562,,3/28/2019,,,27027,,11:10 PM
563,,1/29/2019,,,853,,8:46 AM
564,,4/3/2019,,,3273,,9:27 AM
565,,8/12/2018,,,43117,,7:29 PM
566,,10/19/2018,,,9,,5:21 AM
567,,4/1/2019,,,56,,10:34 AM
568,,12/18/2018,,,01,,3:17 AM
569,,9/28/2018,,,0,,9:17 AM
570,,11/15/2018,,,306,,10:09 PM
571,,3/13/2019,,,7,,12:19 AM
572,,3/24/2019,,,1787,,9:32 PM
573,,10/19/2018,,,2,,4:59 AM
574,,7/2/2018,,,28640,,4:32 AM
575,,6/16/2018,,,1,,8:37 AM
576,,6/13/2018,,,70424,,11:39 AM
577,,9/6/2018,,,79538,,1:46 AM
578,,6/20/2018,,,1,,1:25 AM
579,,6/8/2018,,,5595,,3:55 AM
580,,3/18/2019,,,84,,1:29 AM
581,,9/14/2018,,,71599,,10:55 PM
582,,6/10/2018,,,242,,1:00 PM
583,,3/18/2019,,,96,,1:12 AM
584,,3/2/2019,,,6,,9:57 PM
585,,11/6/2018,,,059,,9:12 AM
586,,6/11/2018,,,82,,4:06 AM
587,,7/12/2018,,,8,,12:22 AM
588,,6/10/2018,,,45380,,11:05 PM
589,,3/13/2019,,,946,,2:36 AM
590,,6/21/2018,,,6157,,1:12 AM
591,,2/7/2019,,,13282,,11:58 AM
592,,10/24/2018,,,2073,,12:00 PM
593,,1/12/2019,,,65406,,4:08 PM
594,,7/7/2018,,,82847,,2:39 PM
595,,10/23/2018,,,153,,5:59 AM
596,,4/24/2019,,,07,,1:22 PM
597,,8/28/2018,,,98805,,11:09 PM
598,,12/7/2018,,,664,,10:34 AM
599,,2/6/2019,,,9196,,5:53 PM
600,,10/21/2018,,,08971,,5:42 PM
601,,10/30/2018,,,79138,,4:11 AM
602,,6/5/2018,,,4,,10:59 AM
603,,1/13/2019,,,54,,4:07 PM
604,,5/11/2018,,,07,,5:54 PM
605,,4/8/2019,,,929,,1:22 AM
606,,4/28/2019,,,52726,,11:53 AM
607,,6/9/2018,,,90,,11:06 PM
608,,11/16/2018,,,05409,,5:10 PM
609,,12/18/2018,,,339,,5:48 AM
610,,6/4/2018,,,19,,9:01 PM
611,,6/18/2018,,,4318,,1:12 AM
612,,1/24/2019,,,4,,11:13 PM
613,,9/13/2018,,,25198,,8:28 PM
614,,5/25/2018,,,9,,3:41 AM
615,,6/11/2018,,,3776,,8:57 PM
616,,4/21/2019,,,041,,6:06 AM
617,,7/14/2018,,,49582,,6:47 AM
618,,3/3/2019,,,1375,,11:28 AM
619,,5/8/2018,,,25967,,12:45 PM
620,,2/21/2019,,,950,,3:03 AM
621,,9/28/2018,,,5364,,11:20 PM
622,,11/13/2018,,,133,,7:41 AM
